CRN,Term,GERs,G,D,W,S,Q,LangA,LangM,Lab,FA,Hum,SS,Div
5085,1 (Fall 2023),,,,,,,,,,,,,ND
5086,1 (Fall 2023),,,,,,,,,,,,,ND
5087,1 (Fall 2023),,,,,,,,,,,,,ND
5088,1 (Fall 2023),,,,,,,,,,,,,ND
5089,1 (Fall 2023),,,,,,,,,,,,,ND
5090,1 (Fall 2023),,,,,,,,,,,,,ND
5091,1 (Fall 2023),,,,,,,,,,,,,ND
5092,1 (Fall 2023),,,,,,,,,,,,,ND
5093,1 (Fall 2023),,,,,,,,,,,,,ND
5094,1 (Fall 2023),,,,,,,,,,,,,ND
5085,1 (Fall 2024),,,,,,,,,,,,,ND
5042,1 (Fall 2024),,,,,,,,,,,,,ND
5086,1 (Fall 2024),,,,,,,,,,,,,ND
5087,1 (Fall 2024),,,,,,,,,,,,,ND
5088,1 (Fall 2024),,,,,,,,,,,,,ND
5089,1 (Fall 2024),,,,,,,,,,,,,ND
5090,1 (Fall 2024),,,,,,,,,,,,,ND
5091,1 (Fall 2024),,,,,,,,,,,,,ND
5092,1 (Fall 2024),,,,,,,,,,,,,ND
5093,1 (Fall 2024),,,,,,,,,,,,,ND
5094,1 (Fall 2024),,,,,,,,,,,,,ND
1842,2 (Winter 2024),,,,,,,,,,,,,ND
1083,2 (Winter 2024),,,,,,,,,,,,,ND
1036,2 (Winter 2024),,,,,,,,,,,,,ND
1084,2 (Winter 2024),,,,,,,,,,,,,ND
1085,2 (Winter 2024),,,,,,,,,,,,,ND
1086,2 (Winter 2024),,,,,,,,,,,,,ND
1087,2 (Winter 2024),,,,,,,,,,,,,ND
1088,2 (Winter 2024),,,,,,,,,,,,,ND
1089,2 (Winter 2024),,,,,,,,,,,,,ND
1090,2 (Winter 2024),,,,,,,,,,,,,ND
1091,2 (Winter 2024),,,,,,,,,,,,,ND
1092,2 (Winter 2024),,,,,,,,,,,,,ND
1692,2 (Winter 2025),,,,,,,,,,,,,ND
1049,2 (Winter 2025),,,,,,,,,,,,,ND
1050,2 (Winter 2025),,,,,,,,,,,,,ND
1051,2 (Winter 2025),,,,,,,,,,,,,ND
1052,2 (Winter 2025),,,,,,,,,,,,,ND
1053,2 (Winter 2025),,,,,,,,,,,,,ND
1054,2 (Winter 2025),,,,,,,,,,,,,ND
1055,2 (Winter 2025),,,,,,,,,,,,,ND
1056,2 (Winter 2025),,,,,,,,,,,,,ND
1057,2 (Winter 2025),,,,,,,,,,,,,ND
1058,2 (Winter 2025),,,,,,,,,,,,,ND
3059,3 (Spring 2024),,,,,,,,,,,,,ND
3060,3 (Spring 2024),,,,,,,,,,,,,ND
3061,3 (Spring 2024),,,,,,,,,,,,,ND
3062,3 (Spring 2024),,,,,,,,,,,,,ND
3063,3 (Spring 2024),,,,,,,,,,,,,ND
3064,3 (Spring 2024),,,,,,,,,,,,,ND
3065,3 (Spring 2024),,,,,,,,,,,,,ND
3066,3 (Spring 2024),,,,,,,,,,,,,ND
3067,3 (Spring 2024),,,,,,,,,,,,,ND
3068,3 (Spring 2024),,,,,,,,,,,,,ND
3051,3 (Spring 2025),,,,,,,,,,,,,ND
3052,3 (Spring 2025),,,,,,,,,,,,,ND
3053,3 (Spring 2025),,,,,,,,,,,,,ND
3054,3 (Spring 2025),,,,,,,,,,,,,ND
3055,3 (Spring 2025),,,,,,,,,,,,,ND
3056,3 (Spring 2025),,,,,,,,,,,,,ND
3057,3 (Spring 2025),,,,,,,,,,,,,ND
3058,3 (Spring 2025),,,,,,,,,,,,,ND
3059,3 (Spring 2025),,,,,,,,,,,,,ND
3060,3 (Spring 2025),,,,,,,,,,,,,ND
5663,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
5677,1 (Fall 2023),,,,,,,,,,,,,NS
5998,1 (Fall 2023),,,,,,,,,,,,,NS
5999,1 (Fall 2023),,,,,,,,,,,,,NS
5670,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
5095,1 (Fall 2023),,,,,,,,,,,,,NS
5729,1 (Fall 2023),,,,,,,,,,,,,NS
5730,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
5676,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
5666,1 (Fall 2023),"W,Lab",,,W,,,,,Lab,,,,NS
5669,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
5657,1 (Fall 2023),"W,Lab",,,W,,,,,Lab,,,,NS
6034,1 (Fall 2023),,,,,,,,,,,,,NS
5096,1 (Fall 2023),,,,,,,,,,,,,NS
5097,1 (Fall 2023),,,,,,,,,,,,,NS
5098,1 (Fall 2023),,,,,,,,,,,,,NS
5586,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
6022,1 (Fall 2023),,,,,,,,,,,,,NS
5099,1 (Fall 2023),,,,,,,,,,,,,NS
5100,1 (Fall 2023),,,,,,,,,,,,,NS
5101,1 (Fall 2023),,,,,,,,,,,,,NS
5733,1 (Fall 2023),,,,,,,,,,,,,NS
5102,1 (Fall 2023),,,,,,,,,,,,,NS
5103,1 (Fall 2023),,,,,,,,,,,,,NS
5104,1 (Fall 2023),,,,,,,,,,,,,NS
5708,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5709,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5758,1 (Fall 2024),,,,,,,,,,,,,NS
6102,1 (Fall 2024),,,,,,,,,,,,,NS
6103,1 (Fall 2024),,,,,,,,,,,,,NS
5702,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5703,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5095,1 (Fall 2024),,,,,,,,,,,,,NS
5695,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5696,1 (Fall 2024),"D,Lab",,D,,,,,,Lab,,,,NS
5694,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5692,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5693,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5686,1 (Fall 2024),"W,Lab",,,W,,,,,Lab,,,,NS
5687,1 (Fall 2024),"W,Lab",,,W,,,,,Lab,,,,NS
5880,1 (Fall 2024),S,,,,S,,,,,,,,NS
5096,1 (Fall 2024),,,,,,,,,,,,,NS
5097,1 (Fall 2024),,,,,,,,,,,,,NS
5098,1 (Fall 2024),,,,,,,,,,,,,NS
6100,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5784,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5785,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5756,1 (Fall 2024),,,,,,,,,,,,,NS
5099,1 (Fall 2024),,,,,,,,,,,,,NS
5100,1 (Fall 2024),,,,,,,,,,,,,NS
5101,1 (Fall 2024),,,,,,,,,,,,,NS
5757,1 (Fall 2024),,,,,,,,,,,,,NS
5102,1 (Fall 2024),,,,,,,,,,,,,NS
5103,1 (Fall 2024),,,,,,,,,,,,,NS
5104,1 (Fall 2024),,,,,,,,,,,,,NS
1743,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
2010,2 (Winter 2024),,,,,,,,,,,,,NS
2049,2 (Winter 2024),,,,,,,,,,,,,NS
2050,2 (Winter 2024),,,,,,,,,,,,,NS
1665,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
1093,2 (Winter 2024),,,,,,,,,,,,,NS
1669,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
1649,2 (Winter 2024),Q,,,,,Q,,,,,,,NS
1659,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
1653,2 (Winter 2024),S,,,,S,,,,,,,,NS
2092,2 (Winter 2024),S,,,,S,,,,,,,,NS
1668,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
1094,2 (Winter 2024),,,,,,,,,,,,,NS
1095,2 (Winter 2024),,,,,,,,,,,,,NS
1096,2 (Winter 2024),,,,,,,,,,,,,NS
1619,2 (Winter 2024),,,,,,,,,,,,,NS
1097,2 (Winter 2024),,,,,,,,,,,,,NS
1098,2 (Winter 2024),,,,,,,,,,,,,NS
1099,2 (Winter 2024),,,,,,,,,,,,,NS
1662,2 (Winter 2024),,,,,,,,,,,,,NS
1100,2 (Winter 2024),,,,,,,,,,,,,NS
1101,2 (Winter 2024),,,,,,,,,,,,,NS
1102,2 (Winter 2024),,,,,,,,,,,,,NS
1714,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1715,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1968,2 (Winter 2025),,,,,,,,,,,,,NS
2118,2 (Winter 2025),,,,,,,,,,,,,NS
2119,2 (Winter 2025),,,,,,,,,,,,,NS
1663,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1664,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1059,2 (Winter 2025),,,,,,,,,,,,,NS
2120,2 (Winter 2025),S,,,,S,,,,,,,,NS
1660,2 (Winter 2025),"W,Lab",,,W,,,,,Lab,,,,NS
1661,2 (Winter 2025),"W,Lab",,,W,,,,,Lab,,,,NS
1815,2 (Winter 2025),S,,,,S,,,,,,,,NS
1770,2 (Winter 2025),Q,,,,,Q,,,,,,,NS
1771,2 (Winter 2025),Q,,,,,Q,,,,,,,NS
2123,2 (Winter 2025),Q,,,,,Q,,,,,,,NS
1702,2 (Winter 2025),S,,,,S,,,,,,,,NS
1722,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1060,2 (Winter 2025),,,,,,,,,,,,,NS
1061,2 (Winter 2025),,,,,,,,,,,,,NS
1062,2 (Winter 2025),,,,,,,,,,,,,NS
1740,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1966,2 (Winter 2025),,,,,,,,,,,,,NS
1063,2 (Winter 2025),,,,,,,,,,,,,NS
1064,2 (Winter 2025),,,,,,,,,,,,,NS
1065,2 (Winter 2025),,,,,,,,,,,,,NS
1658,2 (Winter 2025),,,,,,,,,,,,,NS
1066,2 (Winter 2025),,,,,,,,,,,,,NS
1067,2 (Winter 2025),,,,,,,,,,,,,NS
1068,2 (Winter 2025),,,,,,,,,,,,,NS
3689,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3690,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3695,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3696,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3069,3 (Spring 2024),,,,,,,,,,,,,NS
3698,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3699,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
4018,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3680,3 (Spring 2024),"D,Lab",,D,,,,,,Lab,,,,NS
3701,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3702,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3683,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3684,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3070,3 (Spring 2024),,,,,,,,,,,,,NS
3071,3 (Spring 2024),,,,,,,,,,,,,NS
3072,3 (Spring 2024),,,,,,,,,,,,,NS
3675,3 (Spring 2024),,,,,,,,,,,,,NS
3612,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3613,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3686,3 (Spring 2024),"W,Lab",,,W,,,,,Lab,,,,NS
3687,3 (Spring 2024),"W,Lab",,,W,,,,,Lab,,,,NS
3677,3 (Spring 2024),"G,Lab",G,,,,,,,Lab,,,,NS
3073,3 (Spring 2024),,,,,,,,,,,,,NS
3074,3 (Spring 2024),,,,,,,,,,,,,NS
3075,3 (Spring 2024),,,,,,,,,,,,,NS
3744,3 (Spring 2024),,,,,,,,,,,,,NS
3743,3 (Spring 2024),,,,,,,,,,,,,NS
3076,3 (Spring 2024),,,,,,,,,,,,,NS
3077,3 (Spring 2024),,,,,,,,,,,,,NS
3078,3 (Spring 2024),,,,,,,,,,,,,NS
3671,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3672,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3664,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3665,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3061,3 (Spring 2025),,,,,,,,,,,,,NS
3667,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3668,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3658,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3659,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3669,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3062,3 (Spring 2025),,,,,,,,,,,,,NS
3063,3 (Spring 2025),,,,,,,,,,,,,NS
3064,3 (Spring 2025),,,,,,,,,,,,,NS
4060,3 (Spring 2025),,,,,,,,,,,,,NS
4061,3 (Spring 2025),,,,,,,,,,,,,NS
3789,3 (Spring 2025),,,,,,,,,,,,,NS
3065,3 (Spring 2025),,,,,,,,,,,,,NS
3066,3 (Spring 2025),,,,,,,,,,,,,NS
3067,3 (Spring 2025),,,,,,,,,,,,,NS
3739,3 (Spring 2025),,,,,,,,,,,,,NS
3740,3 (Spring 2025),,,,,,,,,,,,,NS
3068,3 (Spring 2025),,,,,,,,,,,,,NS
3069,3 (Spring 2025),,,,,,,,,,,,,NS
3070,3 (Spring 2025),,,,,,,,,,,,,NS
5991,1 (Fall 2023),,,,,,,,,,,,,ND
5992,1 (Fall 2023),,,,,,,,,,,,,ND
6107,1 (Fall 2023),,,,,,,,,,,,,ND
5763,1 (Fall 2024),,,,,,,,,,,,,ND
5764,1 (Fall 2024),,,,,,,,,,,,,ND
5766,1 (Fall 2024),,,,,,,,,,,,,ND
5768,1 (Fall 2024),,,,,,,,,,,,,ND
5904,1 (Fall 2024),D,,D,,,,,,,,,,ND
5972,1 (Fall 2024),G,G,,,,,,,,,,,ND
5884,1 (Fall 2024),,,,,,,,,,,,,ND
5840,1 (Fall 2024),,,,,,,,,,,,,ND
2077,2 (Winter 2024),,,,,,,,,,,,,ND
2078,2 (Winter 2024),,,,,,,,,,,,,ND
2004,2 (Winter 2024),,,,,,,,,,,,,ND
2141,2 (Winter 2024),,,,,,,,,,,,,ND
2087,2 (Winter 2024),D,,D,,,,,,,,,,ND
2011,2 (Winter 2024),G,G,,,,,,,,,,,ND
2132,2 (Winter 2024),Q,,,,,Q,,,,,,,ND
2109,2 (Winter 2024),,,,,,,,,,,,,ND
1719,2 (Winter 2025),,,,,,,,,,,,,ND
2082,2 (Winter 2025),,,,,,,,,,,,,ND
1720,2 (Winter 2025),,,,,,,,,,,,,ND
1905,2 (Winter 2025),,,,,,,,,,,,,ND
1906,2 (Winter 2025),,,,,,,,,,,,,ND
1806,2 (Winter 2025),,,,,,,,,,,,,ND
4002,3 (Spring 2024),,,,,,,,,,,,,ND
4124,3 (Spring 2024),,,,,,,,,,,,,ND
4003,3 (Spring 2024),,,,,,,,,,,,,ND
4005,3 (Spring 2024),,,,,,,,,,,,,ND
4125,3 (Spring 2024),,,,,,,,,,,,,ND
4076,3 (Spring 2024),D,,D,,,,,,,,,,ND
4129,3 (Spring 2024),,,,,,,,,,,,,ND
4007,3 (Spring 2024),W,,,W,,,,,,,,,ND
4037,3 (Spring 2024),G,G,,,,,,,,,,,ND
4091,3 (Spring 2024),,,,,,,,,,,,,ND
4127,3 (Spring 2024),W,,,W,,,,,,,,,ND
4014,3 (Spring 2024),,,,,,,,,,,,,ND
4008,3 (Spring 2024),,,,,,,,,,,,,ND
3753,3 (Spring 2025),,,,,,,,,,,,,ND
3754,3 (Spring 2025),,,,,,,,,,,,,ND
3755,3 (Spring 2025),,,,,,,,,,,,,ND
3757,3 (Spring 2025),,,,,,,,,,,,,ND
3759,3 (Spring 2025),,,,,,,,,,,,,ND
3836,3 (Spring 2025),,,,,,,,,,,,,ND
3902,3 (Spring 2025),,,,,,,,,,,,,ND
4085,3 (Spring 2025),"G,A,S,M",G,,,S,,A,M,,,,,ND
3995,3 (Spring 2025),"G,A,M",G,,,,,A,M,,,,,ND
4114,3 (Spring 2025),D,,D,,,,,,,,,,ND
3832,3 (Spring 2025),,,,,,,,,,,,,ND
3869,3 (Spring 2025),,,,,,,,,,,,,ND
3868,3 (Spring 2025),,,,,,,,,,,,,ND
5987,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
5582,1 (Fall 2023),,,,,,,,,,,,,NS
5593,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
5596,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
5105,1 (Fall 2023),,,,,,,,,,,,,NS
5106,1 (Fall 2023),,,,,,,,,,,,,NS
5591,1 (Fall 2023),,,,,,,,,,,,,NS
5583,1 (Fall 2023),Lab,,,,,,,,Lab,,,,NS
5590,1 (Fall 2023),,,,,,,,,,,,,NS
5107,1 (Fall 2023),,,,,,,,,,,,,NS
5108,1 (Fall 2023),,,,,,,,,,,,,NS
5109,1 (Fall 2023),,,,,,,,,,,,,NS
5110,1 (Fall 2023),,,,,,,,,,,,,NS
5712,1 (Fall 2023),,,,,,,,,,,,,NS
5589,1 (Fall 2023),"W,Lab",,,W,,,,,Lab,,,,NS
5111,1 (Fall 2023),,,,,,,,,,,,,NS
5112,1 (Fall 2023),,,,,,,,,,,,,NS
5113,1 (Fall 2023),,,,,,,,,,,,,NS
5114,1 (Fall 2023),,,,,,,,,,,,,NS
5115,1 (Fall 2023),,,,,,,,,,,,,NS
5116,1 (Fall 2023),,,,,,,,,,,,,NS
5117,1 (Fall 2023),,,,,,,,,,,,,NS
5118,1 (Fall 2023),,,,,,,,,,,,,NS
5772,1 (Fall 2024),,,,,,,,,,,,,NS
5774,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5775,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5777,1 (Fall 2024),"Q,Lab",,,,,Q,,,Lab,,,,NS
5778,1 (Fall 2024),"Q,Lab",,,,,Q,,,Lab,,,,NS
5105,1 (Fall 2024),,,,,,,,,,,,,NS
5106,1 (Fall 2024),,,,,,,,,,,,,NS
5779,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5781,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5782,1 (Fall 2024),Lab,,,,,,,,Lab,,,,NS
5786,1 (Fall 2024),,,,,,,,,,,,,NS
5107,1 (Fall 2024),,,,,,,,,,,,,NS
5108,1 (Fall 2024),,,,,,,,,,,,,NS
5109,1 (Fall 2024),,,,,,,,,,,,,NS
5110,1 (Fall 2024),,,,,,,,,,,,,NS
5787,1 (Fall 2024),"W,Lab",,,W,,,,,Lab,,,,NS
5111,1 (Fall 2024),,,,,,,,,,,,,NS
5112,1 (Fall 2024),,,,,,,,,,,,,NS
5113,1 (Fall 2024),,,,,,,,,,,,,NS
5114,1 (Fall 2024),,,,,,,,,,,,,NS
5115,1 (Fall 2024),,,,,,,,,,,,,NS
5116,1 (Fall 2024),,,,,,,,,,,,,NS
5117,1 (Fall 2024),,,,,,,,,,,,,NS
1580,2 (Winter 2024),,,,,,,,,,,,,NS
1581,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
1584,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
2064,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
1103,2 (Winter 2024),,,,,,,,,,,,,NS
1104,2 (Winter 2024),,,,,,,,,,,,,NS
1614,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
1617,2 (Winter 2024),Lab,,,,,,,,Lab,,,,NS
1587,2 (Winter 2024),,,,,,,,,,,,,NS
1105,2 (Winter 2024),,,,,,,,,,,,,NS
1106,2 (Winter 2024),,,,,,,,,,,,,NS
1107,2 (Winter 2024),,,,,,,,,,,,,NS
1108,2 (Winter 2024),,,,,,,,,,,,,NS
1588,2 (Winter 2024),"S,Lab",,,,S,,,,Lab,,,,NS
1618,2 (Winter 2024),,,,,,,,,,,,,NS
1589,2 (Winter 2024),,,,,,,,,,,,,NS
1109,2 (Winter 2024),,,,,,,,,,,,,NS
1110,2 (Winter 2024),,,,,,,,,,,,,NS
1111,2 (Winter 2024),,,,,,,,,,,,,NS
1112,2 (Winter 2024),,,,,,,,,,,,,NS
1113,2 (Winter 2024),,,,,,,,,,,,,NS
1114,2 (Winter 2024),,,,,,,,,,,,,NS
1115,2 (Winter 2024),,,,,,,,,,,,,NS
1116,2 (Winter 2024),,,,,,,,,,,,,NS
1727,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1728,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1729,2 (Winter 2025),,,,,,,,,,,,,NS
1731,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1732,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1745,2 (Winter 2025),"Q,Lab",,,,,Q,,,Lab,,,,NS
1746,2 (Winter 2025),"Q,Lab",,,,,Q,,,Lab,,,,NS
1069,2 (Winter 2025),,,,,,,,,,,,,NS
1070,2 (Winter 2025),,,,,,,,,,,,,NS
1734,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1735,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1737,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1738,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1739,2 (Winter 2025),Lab,,,,,,,,Lab,,,,NS
1741,2 (Winter 2025),,,,,,,,,,,,,NS
1071,2 (Winter 2025),,,,,,,,,,,,,NS
1072,2 (Winter 2025),,,,,,,,,,,,,NS
1073,2 (Winter 2025),,,,,,,,,,,,,NS
1074,2 (Winter 2025),,,,,,,,,,,,,NS
1742,2 (Winter 2025),"S,Lab",,,,S,,,,Lab,,,,NS
1743,2 (Winter 2025),,,,,,,,,,,,,NS
2124,2 (Winter 2025),,,,,,,,,,,,,NS
1075,2 (Winter 2025),,,,,,,,,,,,,NS
1076,2 (Winter 2025),,,,,,,,,,,,,NS
1077,2 (Winter 2025),,,,,,,,,,,,,NS
1078,2 (Winter 2025),,,,,,,,,,,,,NS
1079,2 (Winter 2025),,,,,,,,,,,,,NS
1080,2 (Winter 2025),,,,,,,,,,,,,NS
1081,2 (Winter 2025),,,,,,,,,,,,,NS
1082,2 (Winter 2025),,,,,,,,,,,,,NS
3623,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3624,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3620,3 (Spring 2024),"Q,Lab",,,,,Q,,,Lab,,,,NS
3621,3 (Spring 2024),"Q,Lab",,,,,Q,,,Lab,,,,NS
3079,3 (Spring 2024),,,,,,,,,,,,,NS
3080,3 (Spring 2024),,,,,,,,,,,,,NS
3561,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3562,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3566,3 (Spring 2024),,,,,,,,,,,,,NS
3567,3 (Spring 2024),,,,,,,,,,,,,NS
3603,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3604,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3606,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3607,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3609,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3610,3 (Spring 2024),Lab,,,,,,,,Lab,,,,NS
3081,3 (Spring 2024),,,,,,,,,,,,,NS
3082,3 (Spring 2024),,,,,,,,,,,,,NS
3083,3 (Spring 2024),,,,,,,,,,,,,NS
3084,3 (Spring 2024),,,,,,,,,,,,,NS
3568,3 (Spring 2024),S,,,,S,,,,,,,,NS
3569,3 (Spring 2024),,,,,,,,,,,,,NS
3085,3 (Spring 2024),,,,,,,,,,,,,NS
3086,3 (Spring 2024),,,,,,,,,,,,,NS
3087,3 (Spring 2024),,,,,,,,,,,,,NS
3088,3 (Spring 2024),,,,,,,,,,,,,NS
3570,3 (Spring 2024),,,,,,,,,,,,,NS
3089,3 (Spring 2024),,,,,,,,,,,,,NS
3090,3 (Spring 2024),,,,,,,,,,,,,NS
3091,3 (Spring 2024),,,,,,,,,,,,,NS
3092,3 (Spring 2024),,,,,,,,,,,,,NS
3763,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3764,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3769,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3770,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3772,3 (Spring 2025),"Q,Lab",,,,,Q,,,Lab,,,,NS
3773,3 (Spring 2025),"Q,Lab",,,,,Q,,,Lab,,,,NS
3071,3 (Spring 2025),,,,,,,,,,,,,NS
3072,3 (Spring 2025),,,,,,,,,,,,,NS
3775,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3776,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3780,3 (Spring 2025),,,,,,,,,,,,,NS
3781,3 (Spring 2025),,,,,,,,,,,,,NS
3783,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3784,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3786,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3787,3 (Spring 2025),Lab,,,,,,,,Lab,,,,NS
3073,3 (Spring 2025),,,,,,,,,,,,,NS
3074,3 (Spring 2025),,,,,,,,,,,,,NS
3075,3 (Spring 2025),,,,,,,,,,,,,NS
3076,3 (Spring 2025),,,,,,,,,,,,,NS
3788,3 (Spring 2025),,,,,,,,,,,,,NS
3790,3 (Spring 2025),,,,,,,,,,,,,NS
3077,3 (Spring 2025),,,,,,,,,,,,,NS
3078,3 (Spring 2025),,,,,,,,,,,,,NS
3079,3 (Spring 2025),,,,,,,,,,,,,NS
3080,3 (Spring 2025),,,,,,,,,,,,,NS
3791,3 (Spring 2025),,,,,,,,,,,,,NS
3081,3 (Spring 2025),,,,,,,,,,,,,NS
3082,3 (Spring 2025),,,,,,,,,,,,,NS
3083,3 (Spring 2025),,,,,,,,,,,,,NS
3084,3 (Spring 2025),,,,,,,,,,,,,NS
6028,1 (Fall 2023),,,,,,,,,,,,,HU
6029,1 (Fall 2023),,,,,,,,,,,,,HU
5119,1 (Fall 2023),,,,,,,,,,,,,HU
5120,1 (Fall 2023),,,,,,,,,,,,,HU
6030,1 (Fall 2023),"A,M",,,,,,A,M,,,,,HU
6031,1 (Fall 2023),"A,M",,,,,,A,M,,,,,HU
5121,1 (Fall 2023),,,,,,,,,,,,,HU
5122,1 (Fall 2023),,,,,,,,,,,,,HU
5123,1 (Fall 2023),,,,,,,,,,,,,HU
5124,1 (Fall 2023),,,,,,,,,,,,,HU
6032,1 (Fall 2023),,,,,,,,,,,,,HU
5125,1 (Fall 2023),,,,,,,,,,,,,HU
5126,1 (Fall 2023),,,,,,,,,,,,,HU
5127,1 (Fall 2023),,,,,,,,,,,,,HU
5128,1 (Fall 2023),,,,,,,,,,,,,HU
5129,1 (Fall 2023),,,,,,,,,,,,,HU
5130,1 (Fall 2023),,,,,,,,,,,,,HU
5131,1 (Fall 2023),,,,,,,,,,,,,HU
5132,1 (Fall 2023),,,,,,,,,,,,,HU
6067,1 (Fall 2024),,,,,,,,,,,,,HU
6068,1 (Fall 2024),,,,,,,,,,,,,HU
5118,1 (Fall 2024),,,,,,,,,,,,,HU
5119,1 (Fall 2024),,,,,,,,,,,,,HU
6069,1 (Fall 2024),"A,M",,,,,,A,M,,,,,HU
6070,1 (Fall 2024),"A,M",,,,,,A,M,,,,,HU
6071,1 (Fall 2024),"G,Hum",G,,,,,,,,,Hum,,HU
5120,1 (Fall 2024),,,,,,,,,,,,,HU
