CRN,Term,GERs,G,D,W,S,Q,LangA,LangM,Lab,FA,Hum,SS,Div
3305,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3306,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3307,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3308,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3309,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3310,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3311,3 (Spring 2024),Hum,,,,,,,,,,Hum,,HU
3896,3 (Spring 2025),"G,Hum",G,,,,,,,,,Hum,,HU
3307,3 (Spring 2025),Hum,,,,,,,,,,Hum,,FA
3308,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3895,3 (Spring 2025),"D,Hum",,D,,,,,,,,Hum,,HU
4070,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3897,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3899,3 (Spring 2025),"D,W,Hum",,D,W,,,,,,,Hum,,HU
4087,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3898,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3309,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3310,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3311,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3312,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3901,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3313,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3314,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3315,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3316,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3317,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3318,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3319,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
3320,3 (Spring 2025),Hum,,,,,,,,,,Hum,,HU
5621,1 (Fall 2023),S,,,,S,,,,,,,,ND
6070,1 (Fall 2023),S,,,,S,,,,,,,,ND
5993,1 (Fall 2023),,,,,,,,,,,,,ND
6108,1 (Fall 2023),,,,,,,,,,,,,ND
5338,1 (Fall 2023),,,,,,,,,,,,,ND
5339,1 (Fall 2023),,,,,,,,,,,,,ND
5340,1 (Fall 2023),,,,,,,,,,,,,ND
5341,1 (Fall 2023),,,,,,,,,,,,,ND
5342,1 (Fall 2023),,,,,,,,,,,,,ND
5343,1 (Fall 2023),,,,,,,,,,,,,ND
5344,1 (Fall 2023),,,,,,,,,,,,,ND
5345,1 (Fall 2023),,,,,,,,,,,,,ND
5346,1 (Fall 2023),,,,,,,,,,,,,ND
5347,1 (Fall 2023),,,,,,,,,,,,,ND
5348,1 (Fall 2023),,,,,,,,,,,,,ND
5349,1 (Fall 2023),,,,,,,,,,,,,ND
5350,1 (Fall 2023),,,,,,,,,,,,,ND
5351,1 (Fall 2023),,,,,,,,,,,,,ND
5031,1 (Fall 2024),S,,,,S,,,,,,,,ND
5032,1 (Fall 2024),S,,,,S,,,,,,,,ND
5765,1 (Fall 2024),,,,,,,,,,,,,ND
5767,1 (Fall 2024),,,,,,,,,,,,,ND
5354,1 (Fall 2024),,,,,,,,,,,,,ND
5355,1 (Fall 2024),,,,,,,,,,,,,ND
5769,1 (Fall 2024),,,,,,,,,,,,,ND
5973,1 (Fall 2024),G,G,,,,,,,,,,,ND
5356,1 (Fall 2024),,,,,,,,,,,,,ND
5357,1 (Fall 2024),,,,,,,,,,,,,ND
5358,1 (Fall 2024),,,,,,,,,,,,,ND
5359,1 (Fall 2024),,,,,,,,,,,,,ND
5839,1 (Fall 2024),,,,,,,,,,,,,ND
5360,1 (Fall 2024),,,,,,,,,,,,,ND
5361,1 (Fall 2024),,,,,,,,,,,,,ND
5362,1 (Fall 2024),,,,,,,,,,,,,ND
5363,1 (Fall 2024),,,,,,,,,,,,,ND
5364,1 (Fall 2024),,,,,,,,,,,,,ND
5365,1 (Fall 2024),,,,,,,,,,,,,ND
5366,1 (Fall 2024),,,,,,,,,,,,,ND
5367,1 (Fall 2024),,,,,,,,,,,,,ND
1742,2 (Winter 2024),,,,,,,,,,,,,ND
1336,2 (Winter 2024),,,,,,,,,,,,,ND
1337,2 (Winter 2024),,,,,,,,,,,,,ND
2005,2 (Winter 2024),,,,,,,,,,,,,ND
1772,2 (Winter 2024),G,G,,,,,,,,,,,ND
1916,2 (Winter 2024),,,,,,,,,,,,,ND
1620,2 (Winter 2024),,,,,,,,,,,,,ND
1338,2 (Winter 2024),,,,,,,,,,,,,ND
1339,2 (Winter 2024),,,,,,,,,,,,,ND
1340,2 (Winter 2024),,,,,,,,,,,,,ND
1341,2 (Winter 2024),,,,,,,,,,,,,ND
2012,2 (Winter 2024),G,G,,,,,,,,,,,ND
2133,2 (Winter 2024),Q,,,,,Q,,,,,,,ND
2108,2 (Winter 2024),,,,,,,,,,,,,ND
1342,2 (Winter 2024),,,,,,,,,,,,,ND
1343,2 (Winter 2024),,,,,,,,,,,,,ND
1344,2 (Winter 2024),,,,,,,,,,,,,ND
1345,2 (Winter 2024),,,,,,,,,,,,,ND
1346,2 (Winter 2024),,,,,,,,,,,,,ND
1347,2 (Winter 2024),,,,,,,,,,,,,ND
1348,2 (Winter 2024),,,,,,,,,,,,,ND
1349,2 (Winter 2024),,,,,,,,,,,,,ND
1319,2 (Winter 2025),,,,,,,,,,,,,ND
1320,2 (Winter 2025),,,,,,,,,,,,,ND
1721,2 (Winter 2025),,,,,,,,,,,,,ND
1797,2 (Winter 2025),,,,,,,,,,,,,ND
2126,2 (Winter 2025),,,,,,,,,,,,,ND
2128,2 (Winter 2025),,,,,,,,,,,,,ND
1805,2 (Winter 2025),,,,,,,,,,,,,ND
1321,2 (Winter 2025),,,,,,,,,,,,,ND
1322,2 (Winter 2025),,,,,,,,,,,,,ND
1323,2 (Winter 2025),,,,,,,,,,,,,ND
1324,2 (Winter 2025),,,,,,,,,,,,,ND
1325,2 (Winter 2025),,,,,,,,,,,,,ND
1326,2 (Winter 2025),,,,,,,,,,,,,ND
1327,2 (Winter 2025),,,,,,,,,,,,,ND
1328,2 (Winter 2025),,,,,,,,,,,,,ND
1329,2 (Winter 2025),,,,,,,,,,,,,ND
1330,2 (Winter 2025),,,,,,,,,,,,,ND
1331,2 (Winter 2025),,,,,,,,,,,,,ND
1332,2 (Winter 2025),,,,,,,,,,,,,ND
4004,3 (Spring 2024),,,,,,,,,,,,,ND
3312,3 (Spring 2024),,,,,,,,,,,,,ND
3313,3 (Spring 2024),,,,,,,,,,,,,ND
4006,3 (Spring 2024),,,,,,,,,,,,,ND
4130,3 (Spring 2024),,,,,,,,,,,,,ND
3314,3 (Spring 2024),,,,,,,,,,,,,ND
3315,3 (Spring 2024),,,,,,,,,,,,,ND
3316,3 (Spring 2024),,,,,,,,,,,,,ND
3317,3 (Spring 2024),,,,,,,,,,,,,ND
4036,3 (Spring 2024),G,G,,,,,,,,,,,ND
4090,3 (Spring 2024),,,,,,,,,,,,,ND
4128,3 (Spring 2024),W,,,W,,,,,,,,,ND
3318,3 (Spring 2024),,,,,,,,,,,,,ND
3319,3 (Spring 2024),,,,,,,,,,,,,ND
3320,3 (Spring 2024),,,,,,,,,,,,,ND
3321,3 (Spring 2024),,,,,,,,,,,,,ND
3322,3 (Spring 2024),,,,,,,,,,,,,ND
3323,3 (Spring 2024),,,,,,,,,,,,,ND
3324,3 (Spring 2024),,,,,,,,,,,,,ND
3325,3 (Spring 2024),,,,,,,,,,,,,ND
3756,3 (Spring 2025),,,,,,,,,,,,,ND
3321,3 (Spring 2025),,,,,,,,,,,,,ND
3322,3 (Spring 2025),,,,,,,,,,,,,ND
3758,3 (Spring 2025),,,,,,,,,,,,,ND
3760,3 (Spring 2025),,,,,,,,,,,,,ND
3720,3 (Spring 2025),,,,,,,,,,,,,ND
3996,3 (Spring 2025),"G,A,M",G,,,,,A,M,,,,,ND
3323,3 (Spring 2025),,,,,,,,,,,,,ND
3324,3 (Spring 2025),,,,,,,,,,,,,ND
3325,3 (Spring 2025),,,,,,,,,,,,,ND
3326,3 (Spring 2025),,,,,,,,,,,,,ND
3327,3 (Spring 2025),,,,,,,,,,,,,ND
3328,3 (Spring 2025),,,,,,,,,,,,,ND
3329,3 (Spring 2025),,,,,,,,,,,,,ND
3330,3 (Spring 2025),,,,,,,,,,,,,ND
3331,3 (Spring 2025),,,,,,,,,,,,,ND
3332,3 (Spring 2025),,,,,,,,,,,,,ND
3333,3 (Spring 2025),,,,,,,,,,,,,ND
3334,3 (Spring 2025),,,,,,,,,,,,,ND
5618,1 (Fall 2023),,,,,,,,,,,,,ND
5352,1 (Fall 2023),,,,,,,,,,,,,ND
5353,1 (Fall 2023),,,,,,,,,,,,,ND
5354,1 (Fall 2023),,,,,,,,,,,,,ND
5355,1 (Fall 2023),,,,,,,,,,,,,ND
5831,1 (Fall 2023),,,,,,,,,,,,,ND
5356,1 (Fall 2023),,,,,,,,,,,,,ND
5357,1 (Fall 2023),,,,,,,,,,,,,ND
5358,1 (Fall 2023),,,,,,,,,,,,,ND
5619,1 (Fall 2023),S,,,,S,,,,,,,,ND
5359,1 (Fall 2023),,,,,,,,,,,,,ND
5360,1 (Fall 2023),,,,,,,,,,,,,ND
5361,1 (Fall 2023),,,,,,,,,,,,,ND
5770,1 (Fall 2024),,,,,,,,,,,,,ND
5368,1 (Fall 2024),,,,,,,,,,,,,ND
5998,1 (Fall 2024),"A,M",,,,,,A,M,,,,,ND
5771,1 (Fall 2024),,,,,,,,,,,,,ND
5369,1 (Fall 2024),,,,,,,,,,,,,ND
5370,1 (Fall 2024),,,,,,,,,,,,,ND
5371,1 (Fall 2024),,,,,,,,,,,,,ND
5735,1 (Fall 2024),,,,,,,,,,,,,ND
5372,1 (Fall 2024),,,,,,,,,,,,,ND
5373,1 (Fall 2024),,,,,,,,,,,,,ND
5374,1 (Fall 2024),,,,,,,,,,,,,ND
5375,1 (Fall 2024),,,,,,,,,,,,,ND
5376,1 (Fall 2024),,,,,,,,,,,,,ND
5377,1 (Fall 2024),,,,,,,,,,,,,ND
1849,2 (Winter 2024),Q,,,,,Q,,,,,,,ND
1350,2 (Winter 2024),,,,,,,,,,,,,ND
1613,2 (Winter 2024),,,,,,,,,,,,,ND
1612,2 (Winter 2024),,,,,,,,,,,,,ND
2059,2 (Winter 2024),G,G,,,,,,,,,,,ND
1351,2 (Winter 2024),,,,,,,,,,,,,ND
1352,2 (Winter 2024),,,,,,,,,,,,,ND
1353,2 (Winter 2024),,,,,,,,,,,,,ND
1354,2 (Winter 2024),,,,,,,,,,,,,ND
1355,2 (Winter 2024),,,,,,,,,,,,,ND
1356,2 (Winter 2024),,,,,,,,,,,,,ND
1357,2 (Winter 2024),,,,,,,,,,,,,ND
1358,2 (Winter 2024),,,,,,,,,,,,,ND
1359,2 (Winter 2024),,,,,,,,,,,,,ND
1694,2 (Winter 2025),Q,,,,,Q,,,,,,,ND
1333,2 (Winter 2025),,,,,,,,,,,,,ND
1787,2 (Winter 2025),,,,,,,,,,,,,ND
1785,2 (Winter 2025),Q,,,,,Q,,,,,,,ND
2095,2 (Winter 2025),G,G,,,,,,,,,,,ND
1675,2 (Winter 2025),,,,,,,,,,,,,ND
1725,2 (Winter 2025),,,,,,,,,,,,,ND
1723,2 (Winter 2025),,,,,,,,,,,,,ND
1334,2 (Winter 2025),,,,,,,,,,,,,ND
1335,2 (Winter 2025),,,,,,,,,,,,,ND
1336,2 (Winter 2025),,,,,,,,,,,,,ND
2008,2 (Winter 2025),D,,D,,,,,,,,,,HU
1337,2 (Winter 2025),,,,,,,,,,,,,ND
1338,2 (Winter 2025),,,,,,,,,,,,,ND
1339,2 (Winter 2025),,,,,,,,,,,,,ND
1724,2 (Winter 2025),S,,,,S,,,,,,,,ND
1340,2 (Winter 2025),,,,,,,,,,,,,ND
1341,2 (Winter 2025),,,,,,,,,,,,,ND
1342,2 (Winter 2025),,,,,,,,,,,,,ND
3601,3 (Spring 2024),,,,,,,,,,,,,ND
3856,3 (Spring 2024),Q,,,,,Q,,,,,,,ND
3326,3 (Spring 2024),,,,,,,,,,,,,ND
3714,3 (Spring 2024),Q,,,,,Q,,,,,,,ND
3600,3 (Spring 2024),,,,,,,,,,,,,ND
3327,3 (Spring 2024),,,,,,,,,,,,,ND
3328,3 (Spring 2024),,,,,,,,,,,,,ND
3329,3 (Spring 2024),,,,,,,,,,,,,ND
3599,3 (Spring 2024),,,,,,,,,,,,,ND
3738,3 (Spring 2024),,,,,,,,,,,,,ND
3330,3 (Spring 2024),,,,,,,,,,,,,ND
3331,3 (Spring 2024),,,,,,,,,,,,,ND
3332,3 (Spring 2024),,,,,,,,,,,,,ND
3333,3 (Spring 2024),,,,,,,,,,,,,ND
3334,3 (Spring 2024),,,,,,,,,,,,,ND
3335,3 (Spring 2024),,,,,,,,,,,,,ND
3761,3 (Spring 2025),,,,,,,,,,,,,ND
3706,3 (Spring 2025),Q,,,,,Q,,,,,,,ND
3335,3 (Spring 2025),,,,,,,,,,,,,ND
3820,3 (Spring 2025),Q,,,,,Q,,,,,,,ND
4080,3 (Spring 2025),,,,,,,,,,,,,ND
3336,3 (Spring 2025),,,,,,,,,,,,,ND
3337,3 (Spring 2025),,,,,,,,,,,,,ND
3338,3 (Spring 2025),,,,,,,,,,,,,ND
3799,3 (Spring 2025),,,,,,,,,,,,,ND
3999,3 (Spring 2025),,,,,,,,,,,,,ND
3339,3 (Spring 2025),,,,,,,,,,,,,ND
3340,3 (Spring 2025),,,,,,,,,,,,,ND
3341,3 (Spring 2025),,,,,,,,,,,,,ND
3342,3 (Spring 2025),,,,,,,,,,,,,ND
3343,3 (Spring 2025),,,,,,,,,,,,,ND
3344,3 (Spring 2025),,,,,,,,,,,,,ND
6099,1 (Fall 2023),Q,,,,,Q,,,,,,,NS
5678,1 (Fall 2023),Q,,,,,Q,,,,,,,NS
5682,1 (Fall 2023),Q,,,,,Q,,,,,,,NS
5683,1 (Fall 2023),Q,,,,,Q,,,,,,,NS
5362,1 (Fall 2023),,,,,,,,,,,,,NS
5602,1 (Fall 2023),Q,,,,,Q,,,,,,,NS
6121,1 (Fall 2023),Q,,,,,Q,,,,,,,NS
5679,1 (Fall 2023),Q,,,,,Q,,,,,,,NS
6036,1 (Fall 2023),,,,,,,,,,,,,NS
5363,1 (Fall 2023),,,,,,,,,,,,,NS
5364,1 (Fall 2023),,,,,,,,,,,,,NS
5365,1 (Fall 2023),,,,,,,,,,,,,NS
5366,1 (Fall 2023),,,,,,,,,,,,,NS
6035,1 (Fall 2023),Q,,,,,Q,,,,,,,NS
5367,1 (Fall 2023),,,,,,,,,,,,,NS
5368,1 (Fall 2023),,,,,,,,,,,,,NS
5369,1 (Fall 2023),,,,,,,,,,,,,NS
5370,1 (Fall 2023),,,,,,,,,,,,,NS
5371,1 (Fall 2023),,,,,,,,,,,,,NS
5372,1 (Fall 2023),,,,,,,,,,,,,NS
5794,1 (Fall 2024),Q,,,,,Q,,,,,,,NS
5795,1 (Fall 2024),Q,,,,,Q,,,,,,,NS
5796,1 (Fall 2024),Q,,,,,Q,,,,,,,NS
5797,1 (Fall 2024),Q,,,,,Q,,,,,,,NS
5378,1 (Fall 2024),,,,,,,,,,,,,NS
6120,1 (Fall 2024),Q,,,,,Q,,,,,,,NS
5798,1 (Fall 2024),Q,,,,,Q,,,,,,,NS
5961,1 (Fall 2024),,,,,,,,,,,,,NS
5379,1 (Fall 2024),,,,,,,,,,,,,NS
5380,1 (Fall 2024),,,,,,,,,,,,,NS
5381,1 (Fall 2024),,,,,,,,,,,,,NS
5382,1 (Fall 2024),,,,,,,,,,,,,NS
5799,1 (Fall 2024),,,,,,,,,,,,,NS
5383,1 (Fall 2024),,,,,,,,,,,,,NS
5384,1 (Fall 2024),,,,,,,,,,,,,NS
5385,1 (Fall 2024),,,,,,,,,,,,,NS
5386,1 (Fall 2024),,,,,,,,,,,,,NS
5387,1 (Fall 2024),,,,,,,,,,,,,NS
5388,1 (Fall 2024),,,,,,,,,,,,,NS
2107,2 (Winter 2024),Q,,,,,Q,,,,,,,NS
1676,2 (Winter 2024),Q,,,,,Q,,,,,,,NS
1677,2 (Winter 2024),Q,,,,,Q,,,,,,,NS
1678,2 (Winter 2024),Q,,,,,Q,,,,,,,NS
1360,2 (Winter 2024),,,,,,,,,,,,,NS
1679,2 (Winter 2024),Q,,,,,Q,,,,,,,NS
1680,2 (Winter 2024),Q,,,,,Q,,,,,,,NS
1681,2 (Winter 2024),,,,,,,,,,,,,NS
1682,2 (Winter 2024),,,,,,,,,,,,,NS
1361,2 (Winter 2024),,,,,,,,,,,,,NS
1362,2 (Winter 2024),,,,,,,,,,,,,NS
1363,2 (Winter 2024),,,,,,,,,,,,,NS
1364,2 (Winter 2024),,,,,,,,,,,,,NS
1684,2 (Winter 2024),,,,,,,,,,,,,NS
1365,2 (Winter 2024),,,,,,,,,,,,,NS
1366,2 (Winter 2024),,,,,,,,,,,,,NS
1367,2 (Winter 2024),,,,,,,,,,,,,NS
1368,2 (Winter 2024),,,,,,,,,,,,,NS
1369,2 (Winter 2024),,,,,,,,,,,,,NS
1370,2 (Winter 2024),,,,,,,,,,,,,NS
1759,2 (Winter 2025),Q,,,,,Q,,,,,,,NS
1760,2 (Winter 2025),Q,,,,,Q,,,,,,,NS
1761,2 (Winter 2025),Q,,,,,Q,,,,,,,NS
1762,2 (Winter 2025),Q,,,,,Q,,,,,,,NS
1343,2 (Winter 2025),,,,,,,,,,,,,NS
1763,2 (Winter 2025),Q,,,,,Q,,,,,,,NS
1764,2 (Winter 2025),,,,,,,,,,,,,NS
1780,2 (Winter 2025),,,,,,,,,,,,,NS
1344,2 (Winter 2025),,,,,,,,,,,,,NS
1345,2 (Winter 2025),,,,,,,,,,,,,NS
1346,2 (Winter 2025),,,,,,,,,,,,,NS
1347,2 (Winter 2025),,,,,,,,,,,,,NS
1765,2 (Winter 2025),,,,,,,,,,,,,NS
1348,2 (Winter 2025),,,,,,,,,,,,,NS
1349,2 (Winter 2025),,,,,,,,,,,,,NS
1350,2 (Winter 2025),,,,,,,,,,,,,NS
1351,2 (Winter 2025),,,,,,,,,,,,,NS
1352,2 (Winter 2025),,,,,,,,,,,,,NS
1353,2 (Winter 2025),,,,,,,,,,,,,NS
4106,3 (Spring 2024),Q,,,,,Q,,,,,,,NS
3706,3 (Spring 2024),Q,,,,,Q,,,,,,,NS
3707,3 (Spring 2024),Q,,,,,Q,,,,,,,NS
3336,3 (Spring 2024),,,,,,,,,,,,,NS
3708,3 (Spring 2024),Q,,,,,Q,,,,,,,NS
3998,3 (Spring 2024),,,,,,,,,,,,,NS
3709,3 (Spring 2024),,,,,,,,,,,,,NS
3337,3 (Spring 2024),,,,,,,,,,,,,NS
3338,3 (Spring 2024),,,,,,,,,,,,,NS
3339,3 (Spring 2024),,,,,,,,,,,,,NS
3340,3 (Spring 2024),,,,,,,,,,,,,NS
4019,3 (Spring 2024),,,,,,,,,,,,,NS
3711,3 (Spring 2024),,,,,,,,,,,,,NS
3341,3 (Spring 2024),,,,,,,,,,,,,NS
3342,3 (Spring 2024),,,,,,,,,,,,,NS
3343,3 (Spring 2024),,,,,,,,,,,,,NS
3344,3 (Spring 2024),,,,,,,,,,,,,NS
3345,3 (Spring 2024),,,,,,,,,,,,,NS
3346,3 (Spring 2024),,,,,,,,,,,,,NS
3800,3 (Spring 2025),Q,,,,,Q,,,,,,,NS
3801,3 (Spring 2025),Q,,,,,Q,,,,,,,NS
3802,3 (Spring 2025),Q,,,,,Q,,,,,,,NS
3345,3 (Spring 2025),,,,,,,,,,,,,NS
3803,3 (Spring 2025),Q,,,,,Q,,,,,,,NS
3692,3 (Spring 2025),Q,,,,,Q,,,,,,,NS
3804,3 (Spring 2025),Q,,,,,Q,,,,,,,NS
3816,3 (Spring 2025),,,,,,,,,,,,,NS
3805,3 (Spring 2025),,,,,,,,,,,,,NS
3346,3 (Spring 2025),,,,,,,,,,,,,NS
3347,3 (Spring 2025),,,,,,,,,,,,,NS
3348,3 (Spring 2025),,,,,,,,,,,,,NS
3349,3 (Spring 2025),,,,,,,,,,,,,NS
3806,3 (Spring 2025),,,,,,,,,,,,,NS
3822,3 (Spring 2025),,,,,,,,,,,,,NS
3350,3 (Spring 2025),,,,,,,,,,,,,NS
3351,3 (Spring 2025),,,,,,,,,,,,,NS
3352,3 (Spring 2025),,,,,,,,,,,,,NS
3353,3 (Spring 2025),,,,,,,,,,,,,NS
3354,3 (Spring 2025),,,,,,,,,,,,,NS
3355,3 (Spring 2025),,,,,,,,,,,,,NS
5373,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5374,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5760,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5761,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5375,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5376,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5377,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5378,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5762,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5379,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5380,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5381,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5382,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5383,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5384,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5385,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5386,1 (Fall 2023),FA,,,,,,,,,FA,,,FA
5389,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5390,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6095,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5974,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5975,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5391,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5392,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5393,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5394,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5976,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
6096,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5395,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5396,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5397,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5398,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5399,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5400,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5401,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
5402,1 (Fall 2024),FA,,,,,,,,,FA,,,FA
1371,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1372,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1764,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1765,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1766,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1767,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1373,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1374,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1375,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1376,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1768,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1377,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1378,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1379,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1380,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1381,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1382,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1383,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1384,2 (Winter 2024),FA,,,,,,,,,FA,,,FA
1982,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1354,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1355,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2116,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
2117,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1980,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1981,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1356,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1357,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1358,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1359,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1983,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1360,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1361,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1362,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1363,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1364,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1365,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1366,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
1367,2 (Winter 2025),FA,,,,,,,,,FA,,,FA
3785,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3347,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3348,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3786,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3787,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3788,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3349,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3350,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3351,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3352,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3789,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3790,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3353,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3354,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3355,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3356,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3357,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3358,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3359,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3360,3 (Spring 2024),FA,,,,,,,,,FA,,,FA
3968,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3356,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3357,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
4102,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3969,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3966,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3967,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3358,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3359,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3360,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3361,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
4103,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3362,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3363,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
3364,3 (Spring 2025),FA,,,,,,,,,FA,,,FA
